Name,Dob,Gender,Religion,Email,Phone,Address,Class,Section,Version,Shift,Roll,BloodGroup,State,Country,FBID,Group,OptionalSubject,ParentPhone
Tarek 14,12/13/2010,Female,Islam,tarek14@example.com,01915622224,Rajshahi,2,B,Bangla Version,Morning,14,B+,Rajshahi,Bangladesh,egfhfg,General,Physical Education,01711638294
Tarek 15,12/14/2010,Female,Islam,tarek15@example.com,01915622225,Barishal,2,B,Bangla Version,Morning,15,B+,Barishal,Bangladesh,ghgfk,General,Physical Education,01711638295
Tarek 16,12/15/2010,Male,Hindu,tarek16@example.com,01915622226,Dhaka,2,B,Bangla Version,Morning,16,A+,Dhaka,Bangladesh,fghgf,General,Physical Education,01711638296
Tarek 17,12/16/2010,Male,Hindu,tarek17@example.com,01915622227,Dhaka,2,B,Bangla Version,Morning,17,A+,Dhaka,Bangladesh,fhjh,General,Physical Education,01711638297
Tarek 18,12/17/2010,Male,Hindu,tarek18@example.com,01915622228,Dhaka,2,B,Bangla Version,Morning,18,A+,Dhaka,Bangladesh,hjgj,General,Physical Education,01711638298
Tarek 19,12/18/2010,Male,Hindu,tarek19@example.com,01915622229,Dhaka,2,B,Bangla Version,Morning,19,A+,Dhaka,Bangladesh,ghjgh,General,Physical Education,01711638299
Tarek 20,12/19/2010,Male,Hindu,tarek20@example.com,01915622230,Dhaka,2,B,Bangla Version,Morning,20,A+,Dhaka,Bangladesh,jgjfhd,General,Physical Education,01711638300
Tarek 21,12/20/2010,Male,Islam,tarek21@example.com,01915622231,Dhaka,2,A,Bangla Version,Day,21,A+,Dhaka,Bangladesh,fgjg,General,Physical Education,01711638301
Tarek 22,12/21/2010,Female,hindu,tarek22@example.com,01915622232,Chittagong,2,A,Bangla Version,Day,22,B+,Chittagong,Bangladesh,ghjhk,General,Physical Education,01711638302
Tarek 23,12/22/2010,Female,Islam,tarek23@example.com,01915622233,Khulna ,2,A,Bangla Version,Day,23,B+,Khulna ,Bangladesh,"hjk,hjk",General,Physical Education,01711638303
Tarek 24,12/23/2010,Female,Islam,tarek24@example.com,01915622234,Rajshahi,2,A,Bangla Version,Day,24,B+,Rajshahi,Bangladesh,gfhd,General,Physical Education,01711638304
Tarek 25,12/24/2010,Female,Islam,tarek25@example.com,01915622235,Barishal,2,A,Bangla Version,Day,25,B+,Barishal,Bangladesh,rth,General,Physical Education,01711638305
Tarek 26,12/25/2010,Male,Islam,tarek26@example.com,01915622236,Dhaka,2,A,Bangla Version,Day,26,A+,Dhaka,Bangladesh,fhygjfd,General,Physical Education,01711638306
Tarek 27,12/26/2010,Male,Islam,tarek27@example.com,01915622237,Dhaka,2,A,Bangla Version,Day,27,A+,Dhaka,Bangladesh,tjdfhj,General,Physical Education,01711638307
Tarek 28,12/27/2010,Male,Islam,tarek28@example.com,01915622238,Dhaka,2,A,Bangla Version,Day,28,A+,Dhaka,Bangladesh,fjgykjgyj,General,Physical Education,01711638308
Tarek 29,12/28/2010,Male,Islam,tarek29@example.com,01915622239,Dhaka,2,A,Bangla Version,Day,29,A+,Dhaka,Bangladesh,gdftryt,General,Physical Education,01711638309
Tarek 30,12/01/2010,Male,Islam,tarek30@example.com,01915622240,Dhaka,2,A,Bangla Version,Day,30,A+,Dhaka,Bangladesh,rytujhgfh,General,Physical Education,01711638310
Tarek 31,12/01/2010,Male,Islam,tarek31@example.com,01915622241,Dhaka,2,B,Bangla Version,Day,31,A+,Dhaka,Bangladesh,ftghth,General,Physical Education,01711638311
Tarek 32,12/01/2010,Female,Islam,tarek32@example.com,01915622242,Chittagong,2,B,Bangla Version,Day,32,B+,Chittagong,Bangladesh,ftuyj,General,Physical Education,01711638312
Tarek 33,12/01/2010,Female,Islam,tarek33@example.com,01915622243,Khulna ,2,B,Bangla Version,Day,33,B+,Khulna ,Bangladesh,truyi,General,Physical Education,01711638313
Tarek 34,12/01/2010,Female,Islam,tarek34@example.com,01915622244,Rajshahi,2,B,Bangla Version,Day,34,B+,Rajshahi,Bangladesh,tyujtg,General,Physical Education,01711638314
Tarek 35,12/01/2010,Female,Islam,tarek35@example.com,01915622245,Barishal,2,B,Bangla Version,Day,35,B+,Barishal,Bangladesh,kyfjk,General,Physical Education,01711638315
Tarek 36,12/01/2010,Male,Hindu,tarek36@example.com,01915622246,Dhaka,2,B,Bangla Version,Day,36,A+,Dhaka,Bangladesh,ytuyki,General,Physical Education,01711638316
Tarek 37,12/01/2010,Male,Hindu,tarek37@example.com,01915622247,Dhaka,2,B,Bangla Version,Day,37,A+,Dhaka,Bangladesh,tyuyi,General,Physical Education,01711638317
Tarek 38,12/01/2010,Male,Hindu,tarek38@example.com,01915622248,Dhaka,2,B,Bangla Version,Day,38,A+,Dhaka,Bangladesh,rtuyyi,General,Physical Education,01711638318
Tarek 39,12/01/2010,Male,Hindu,tarek39@example.com,01915622249,Dhaka,2,B,Bangla Version,Day,39,A+,Dhaka,Bangladesh,ytiuoy,General,Physical Education,01711638319
Tarek 40,12/01/2010,Male,Hindu,tarek40@example.com,01915622250,Dhaka,2,B,Bangla Version,Day,40,A+,Dhaka,Bangladesh,yuiuy,General,Physical Education,01711638320
Tarek 41,12/01/2010,Male,Islam,tarek41@example.com,01915622251,Dhaka,2,A,English Version,Morning,41,A+,Dhaka,Bangladesh,yuiuy,General,Physical Education,01711638321
Tarek 42,12/01/2010,Female,hindu,tarek42@example.com,01915622252,Chittagong,2,A,English Version,Morning,42,B+,Chittagong,Bangladesh,uoiliy,General,Physical Education,01711638322
Tarek 43,12/01/2010,Female,Islam,tarek43@example.com,01915622253,Khulna ,2,A,English Version,Morning,43,B+,Khulna ,Bangladesh,uilio;l,General,Physical Education,01711638323
Tarek 44,12/01/2010,Female,Islam,tarek44@example.com,01915622254,Rajshahi,2,A,English Version,Morning,44,B+,Rajshahi,Bangladesh,yuiup,General,Physical Education,01711638324
Tarek 45,12/01/2010,Female,Islam,tarek45@example.com,01915622255,Barishal,2,A,English Version,Morning,45,B+,Barishal,Bangladesh,yuiup,General,Physical Education,01711638325
Tarek 46,12/01/2010,Male,Islam,tarek46@example.com,01915622256,Dhaka,2,A,English Version,Morning,46,A+,Dhaka,Bangladesh,uikuo,General,Physical Education,01711638326
Tarek 47,12/01/2010,Male,Islam,tarek47@example.com,01915622257,Dhaka,2,A,English Version,Morning,47,A+,Dhaka,Bangladesh,uyiupu,General,Physical Education,01711638327
Tarek 48,12/01/2010,Male,Islam,tarek48@example.com,01915622258,Dhaka,2,A,English Version,Morning,48,A+,Dhaka,Bangladesh,hnhkfg,General,Physical Education,01711638328
Tarek 49,12/01/2010,Male,Islam,tarek49@example.com,01915622259,Dhaka,2,A,English Version,Morning,49,A+,Dhaka,Bangladesh,gnghj,General,Physical Education,01711638329
Tarek 50,12/01/2010,Male,Islam,tarek50@example.com,01915622260,Dhaka,2,A,English Version,Morning,50,A+,Dhaka,Bangladesh,fgjhgmng,General,Physical Education,01711638330
Tarek 51,12/01/2010,Male,Islam,tarek51@example.com,01915622261,Dhaka,2,B,English Version,Morning,51,A+,Dhaka,Bangladesh,"j,jhmhj",General,Physical Education,01711638331
Tarek 52,12/01/2010,Female,Islam,tarek52@example.com,01915622262,Chittagong,2,B,English Version,Morning,52,B+,Chittagong,Bangladesh,bhjmjh,General,Physical Education,01711638332
Tarek 53,12/01/2010,Female,Islam,tarek53@example.com,01915622263,Khulna ,2,B,English Version,Morning,53,B+,Khulna ,Bangladesh,"k,fghgkjh",General,Physical Education,01711638333
Tarek 54,12/01/2010,Female,Islam,tarek54@example.com,01915622264,Rajshahi,2,B,English Version,Morning,54,B+,Rajshahi,Bangladesh,hkljoli,General,Physical Education,01711638334
Tarek 55,12/01/2010,Female,Islam,tarek55@example.com,01915622265,Barishal,2,B,English Version,Morning,55,B+,Barishal,Bangladesh,;jkhjkl,General,Physical Education,01711638335
Tarek 56,12/01/2010,Male,Hindu,tarek56@example.com,01915622266,Dhaka,2,B,English Version,Morning,56,A+,Dhaka,Bangladesh,jkljk,General,Physical Education,01711638336
Tarek 57,12/01/2010,Male,Hindu,tarek57@example.com,01915622267,Dhaka,2,B,English Version,Morning,57,A+,Dhaka,Bangladesh,hjiluyhi,General,Physical Education,01711638337
Tarek 58,12/01/2010,Male,Hindu,tarek58@example.com,01915622268,Dhaka,2,B,English Version,Morning,58,A+,Dhaka,Bangladesh,hjuikujhk,General,Physical Education,01711638338
Tarek 59,12/01/2010,Male,Hindu,tarek59@example.com,01915622269,Dhaka,2,B,English Version,Morning,59,A+,Dhaka,Bangladesh,jkh,General,Physical Education,01711638339
Tarek 60,12/01/2010,Male,Hindu,tarek60@example.com,01915622270,Dhaka,2,B,English Version,Morning,60,A+,Dhaka,Bangladesh,hjkh,General,Physical Education,01711638340
Tarek 61,12/01/2010,Female,Islam,tarek61@example.com,01915622271,Dhaka,2,A,English Version,Day,61,A+,Dhaka,Bangladesh,hjuikuh,General,Physical Education,01711638341
Tarek 62,12/01/2010,Female,hindu,tarek62@example.com,01915622272,Chittagong,2,A,English Version,Day,62,B+,Chittagong,Bangladesh,jhkk;o,General,Physical Education,01711638342
Tarek 63,12/01/2010,Female,Islam,tarek63@example.com,01915622273,Khulna ,2,A,English Version,Day,63,B+,Khulna ,Bangladesh,[oioi,General,Physical Education,01711638343
Tarek 64,12/01/2010,Female,Islam,tarek64@example.com,01915622274,Rajshahi,2,A,English Version,Day,64,B+,Rajshahi,Bangladesh,yrttujgb,General,Physical Education,01711638344
Tarek 65,12/01/2010,Male,Islam,tarek65@example.com,01915622275,Barishal,2,A,English Version,Day,65,B+,Barishal,Bangladesh,jgfghy,General,Physical Education,01711638345
Tarek 66,12/01/2010,Male,Islam,tarek66@example.com,01915622276,Dhaka,2,A,English Version,Day,66,A+,Dhaka,Bangladesh,drtfu,General,Physical Education,01711638346
Tarek 67,12/01/2010,Male,Islam,tarek67@example.com,01915622277,Dhaka,2,A,English Version,Day,67,A+,Dhaka,Bangladesh,yiuy,General,Physical Education,01711638347
Tarek 68,12/01/2010,Male,Islam,tarek68@example.com,01915622278,Dhaka,2,A,English Version,Day,68,A+,Dhaka,Bangladesh,fgjhgmng,General,Physical Education,01711638348
Tarek 69,12/01/2010,Male,Islam,tarek69@example.com,01915622279,Dhaka,2,A,English Version,Day,69,A+,Dhaka,Bangladesh,gik,General,Physical Education,01711638349
Tarek 70,12/01/2010,Male,Islam,tarek70@example.com,01915622280,Dhaka,2,A,English Version,Day,70,A+,Dhaka,Bangladesh,ghjgk,General,Physical Education,01711638350
Tarek 71,12/01/2010,Female,Islam,tarek71@example.com,01915622281,Dhaka,2,B,English Version,Day,71,A+,Dhaka,Bangladesh,fghj,General,Physical Education,01711638351
Tarek 72,12/01/2010,Female,Islam,tarek72@example.com,01915622282,Chittagong,2,B,English Version,Day,72,B+,Chittagong,Bangladesh,kgh,General,Physical Education,01711638352
Tarek 73,12/01/2010,Female,Islam,tarek73@example.com,01915622283,Khulna ,2,B,English Version,Day,73,B+,Khulna ,Bangladesh,jhkhgj,General,Physical Education,01711638353
Tarek 74,12/01/2010,Female,Islam,tarek74@example.com,01915622284,Rajshahi,2,B,English Version,Day,74,B+,Rajshahi,Bangladesh,khjgk,General,Physical Education,01711638354
Tarek 75,12/01/2010,Male,Islam,tarek75@example.com,01915622285,Barishal,2,B,English Version,Day,75,B+,Barishal,Bangladesh,ghjg,General,Physical Education,01711638355
Tarek 76,12/01/2010,Male,Hindu,tarek76@example.com,01915622286,Dhaka,2,B,English Version,Day,76,A+,Dhaka,Bangladesh,hgkjh,General,Physical Education,01711638356
Tarek 77,12/01/2010,Male,Hindu,tarek77@example.com,01915622287,Dhaka,2,B,English Version,Day,77,A+,Dhaka,Bangladesh,hujklhjk,General,Physical Education,01711638357
Tarek 78,12/01/2010,Male,Hindu,tarek78@example.com,01915622288,Dhaka,2,B,English Version,Day,78,A+,Dhaka,Bangladesh,jhkhj,General,Physical Education,01711638358
Tarek 79,12/01/2010,Male,Hindu,tarek79@example.com,01915622289,Dhaka,2,B,English Version,Day,79,A+,Dhaka,Bangladesh,kfbh,General,Physical Education,01711638359
Tarek 80,12/01/2010,Male,Hindu,tarek80@example.com,01915622290,Dhaka,2,B,English Version,Day,80,A+,Dhaka,Bangladesh,fdzsf,General,Physical Education,01711638360
