Name,Dob,Gender,Religion,Email,Phone,Address,Class,Section,Version,Shift,Roll,BloodGroup,State,Country,FBID,Group,OptionalSubject,ParentPhone
Sobuj11,10/12/2000,Male,Islam,sobuj11@example.com,01762681411,Tangail,9,B,Bangla Version,Morning,1,O+,Dhaka,Bangladesh,jkfjfjoj,Science,Biology,01762681311
Sobuj12,10/12/2000,Male,Hindu ,sobuj12@example.com,01762681412,Tangail,9,B,Bangla Version,Morning,2,B+,Dhaka,Bangladesh,mfnkjkkl,Science,Biology,01762681312
Sobuj13,05/06/2000,Male,Hindu ,sobuj13@example.com,01762681413,Tangail,9,B,Bangla Version,Morning,3,B+,Dhaka,Bangladesh,kjijk,Science,Biology,01762681313
Sobuj14,08/09/2000,Female,Islam,sobuj14@example.com,01762681414,Manikganj,9,B,Bangla Version,Morning,4,B+,Dhaka,Bangladesh,kjkjiuioi,Commerce,Statistics,01762681314
Sobuj15,05/06/2000,Female,Islam,sobuj15@example.com,01762681415,Manikganj,9,B,Bangla Version,Morning,5,B+,Dhaka,Bangladesh,kiiuop,Commerce,Statistics,01762681315
Sobuj16,05/06/2000,Female,Islam,sobuj16@example.com,01762681416,Manikganj,9,B,Bangla Version,Morning,6,A+,Dhaka,Bangladesh,yhwgh,Commerce,Statistics,01762681316
Sobuj17,05/06/2000,Male,Islam,sobuj17@example.com,01762681417,Manikganj,9,B,Bangla Version,Morning,7,A+,Dhaka,Bangladesh,kiu,Humanities,Pouroniti,01762681317
Sobuj18,05/06/2000,Male,Islam,sobuj18@example.com,01762681418,Manikganj,9,B,Bangla Version,Morning,8,A+,Dhaka,Bangladesh,ripop,Humanities,Pouroniti,01762681318
Sobuj19,05/06/2000,Male,Islam,sobuj19@example.com,01762681419,Sylhet,9,B,Bangla Version,Morning,9,A+,Dhaka,Bangladesh,njjkll,Humanities,Pouroniti,01762681319
Sobuj20,08/09/2000,Male,Islam,sobuj20@example.com,01762681420,Sylhet,9,B,Bangla Version,Morning,10,A+,Dhaka,Bangladesh,kejor,Humanities,Pouroniti,01762681320
Sobuj21,08/09/2000,Male,Hindu ,sobuj21@example.com,01762681421,Sylhet,9,A,Bangla Version,Day,1,B+,Dhaka,Bangladesh,nfnj,Science,Biology,01762681321
Sobuj22,08/09/2000,Male,Hindu ,sobuj22@example.com,01762681422,Sylhet,9,A,Bangla Version,Day,2,B+,Dhaka,Bangladesh,iuiuuoip,Science,Biology,01762681322
Sobuj23,08/09/2000,Male,Hindu ,sobuj23@example.com,01762681423,Sylhet,9,A,Bangla Version,Day,3,O+,Dhaka,Bangladesh,ioliopi,Science,Biology,01762681323
Sobuj24,08/09/2000,Female,Islam,sobuj24@example.com,01762681424,Sylhet,9,A,Bangla Version,Day,4,O+,Dhaka,Bangladesh,ooui,Commerce,Statistics,01762681324
Sobuj25,08/09/2000,Female,Islam,sobuj25@example.com,01762681425,Sylhet,9,A,Bangla Version,Day,5,O+,Dhaka,Bangladesh,iyuyu,Commerce,Statistics,01762681325
Sobuj26,08/09/2000,Female,Islam,sobuj26@example.com,01762681426,Sylhet,9,A,Bangla Version,Day,6,B+,Dhaka,Bangladesh,juttty,Commerce,Statistics,01762681326
Sobuj27,05/06/2000,Female,Islam,sobuj27@example.com,01762681427,Sylhet,9,A,Bangla Version,Day,7,B+,Dhaka,Bangladesh,pru,Humanities,Pouroniti,01762681327
Sobuj28,05/06/2000,Female,Islam,sobuj28@example.com,01762681428,Sylhet,9,A,Bangla Version,Day,8,B+,Dhaka,Bangladesh,uoopi,Humanities,Pouroniti,01762681328
Sobuj29,05/06/2000,Female,Islam,sobuj29@example.com,01762681429,Sylhet,9,A,Bangla Version,Day,9,A+,Dhaka,Bangladesh,roioo,Humanities,Pouroniti,01762681329
Sobuj30,05/06/2000,Male,Hindu ,sobuj30@example.com,01762681430,Dhaka,9,A,Bangla Version,Day,10,A+,Dhaka,Bangladesh,ttrue,Humanities,Pouroniti,01762681330
Sobuj31,05/06/2000,Male,Hindu ,sobuj31@example.com,01762681431,Dhaka,9,B,Bangla Version,Day,1,A+,Dhaka,Bangladesh,yuuueuio,Science,Biology,01762681331
Sobuj32,05/06/2000,Male,Hindu ,sobuj32@example.com,01762681432,Dhaka,9,B,Bangla Version,Day,2,A+,Dhaka,Bangladesh,ioopu,Science,Biology,01762681332
Sobuj33,05/06/2000,Male,Hindu ,sobuj33@example.com,01762681433,Dhaka,9,B,Bangla Version,Day,3,A+,Dhaka,Bangladesh,jhhjp,Science,Biology,01762681333
Sobuj34,05/06/2000,Male,Islam,sobuj34@example.com,01762681434,Dhaka,9,B,Bangla Version,Day,4,AB+,Dhaka,Bangladesh,juyt,Commerce,Statistics,01762681334
Sobuj35,05/06/2000,Male,Islam,sobuj35@example.com,01762681435,Dhaka,9,B,Bangla Version,Day,5,AB+,Dhaka,Bangladesh,ygiooii,Commerce,Statistics,01762681335
Sobuj36,05/06/2000,Male,Islam,sobuj36@example.com,01762681436,Dhaka,9,B,Bangla Version,Day,6,A+,Dhaka,Bangladesh,uttrter,Commerce,Statistics,01762681336
Sobuj37,08/09/2000,Male,Islam,sobuj37@example.com,01762681437,Dhaka,9,B,Bangla Version,Day,7,B+,Dhaka,Bangladesh,ffggg,Humanities,Pouroniti,01762681337
Sobuj38,08/09/2000,Female,Islam,sobuj38@example.com,01762681438,Tangail,9,B,Bangla Version,Day,8,B+,Dhaka,Bangladesh,oiie ipoo,Humanities,Pouroniti,01762681338
Sobuj39,08/09/2000,Female,Islam,sobuj39@example.com,01762681439,Tangail,9,B,Bangla Version,Day,9,O+,Dhaka,Bangladesh,jloiio,Humanities,Pouroniti,01762681339
Sobuj40,08/09/2000,Female,Islam,sobuj40@example.com,01762681440,Tangail,9,B,Bangla Version,Day,10,O+,Dhaka,Bangladesh,puuy,Humanities,Pouroniti,01762681340
Sobuj41,05/06/2000,Female,Islam,sobuj41@example.com,01762681441,Tangail,9,A,English Version,Morning,1,O+,Dhaka,Bangladesh,ujuii,Science,Biology,01762681341
Sobuj42,05/06/2000,Female,Hindu ,sobuj42@example.com,01762681442,Tangail,9,A,English Version,Morning,2,B+,Dhaka,Bangladesh,jiuiooi,Science,Biology,01762681342
Sobuj43,05/06/2000,Male,Hindu ,sobuj43@example.com,01762681443,Tangail,9,A,English Version,Morning,3,B+,Dhaka,Bangladesh,opoiu,Science,Biology,01762681343
Sobuj44,05/06/2000,Male,Hindu ,sobuj44@example.com,01762681444,Manikganj,9,A,English Version,Morning,4,B+,Dhaka,Bangladesh,gftytety,Commerce,Statistics,01762681344
Sobuj45,05/06/2000,Male,Hindu ,sobuj45@example.com,01762681445,Manikganj,9,A,English Version,Morning,5,AB+,Dhaka,Bangladesh,uiyg,Commerce,Statistics,01762681345
Sobuj46,05/06/2000,Male,Islam,sobuj46@example.com,01762681446,Manikganj,9,A,English Version,Morning,6,AB+,Dhaka,Bangladesh,jjfjoj,Commerce,Statistics,01762681346
Sobuj47,08/09/2000,Male,Islam,sobuj47@example.com,01762681447,Manikganj,9,A,English Version,Morning,7,A+,Dhaka,Bangladesh,huurioop,Humanities,Pouroniti,01762681347
Sobuj48,08/09/2000,Female,Islam,sobuj48@example.com,01762681448,Manikganj,9,A,English Version,Morning,8,A+,Dhaka,Bangladesh,jtuiou,Humanities,Pouroniti,01762681348
Sobuj49,08/09/2000,Female,Islam,sobuj49@example.com,01762681449,Sylhet,9,A,English Version,Morning,9,A+,Dhaka,Bangladesh,jkhioop,Humanities,Pouroniti,01762681349
Sobuj50,08/09/2000,Female,Islam,sobuj50@example.com,01762681450,Sylhet,9,A,English Version,Morning,10,A+,Dhaka,Bangladesh,irouuio,Humanities,Pouroniti,01762681350
Sobuj51,08/09/2000,Male,Islam,sobuj51@example.com,01762681451,Sylhet,9,B,English Version,Morning,1,A+,Dhaka,Bangladesh,opro,Science,Biology,01762681351
Sobuj52,08/09/2000,Male,Islam,sobuj52@example.com,01762681452,Sylhet,9,B,English Version,Morning,2,AB+,Dhaka,Bangladesh,rtoiooi,Science,Biology,01762681352
Sobuj53,08/09/2000,Male,Hindu ,sobuj53@example.com,01762681453,Sylhet,9,B,English Version,Morning,3,AB+,Dhaka,Bangladesh,hhuhg,Science,Biology,01762681353
Sobuj54,08/09/2000,Male,Hindu ,sobuj54@example.com,01762681454,Sylhet,9,B,English Version,Morning,4,AB+,Dhaka,Bangladesh,jfkjirio,Commerce,Statistics,01762681354
Sobuj55,08/09/2000,Male,Hindu ,sobuj55@example.com,01762681455,Sylhet,9,B,English Version,Morning,5,B+,Dhaka,Bangladesh,ueuu,Commerce,Statistics,01762681355
Sobuj56,05/06/2000,Female,Islam,sobuj56@example.com,01762681456,Sylhet,9,B,English Version,Morning,6,B+,Dhaka,Bangladesh,roro[p,Commerce,Statistics,01762681356
Sobuj57,05/06/2000,Female,Islam,sobuj57@example.com,01762681457,Sylhet,9,B,English Version,Morning,7,B+,Dhaka,Bangladesh,jkgioro,Humanities,Pouroniti,01762681357
Sobuj58,05/06/2000,Female,Islam,sobuj58@example.com,01762681458,Sylhet,9,B,English Version,Morning,8,O+,Dhaka,Bangladesh,jgkjg,Humanities,Pouroniti,01762681358
Sobuj59,10/12/2000,Male,Islam,sobuj59@example.com,01762681459,Sylhet,9,B,English Version,Morning,9,O+,Dhaka,Bangladesh,jhii,Humanities,Pouroniti,01762681359
Sobuj60,10/12/2000,Male,Islam,sobuj60@example.com,01762681460,Dhaka,9,B,English Version,Morning,10,O+,Dhaka,Bangladesh,jfgj,Humanities,Pouroniti,01762681360
Sobuj61,10/12/2000,Male,Islam,sobuj61@example.com,01762681461,Dhaka,9,A,English Version,Day,1,AB+,Dhaka,Bangladesh,u uioior,Science,Biology,01762681361
Sobuj62,10/12/2000,Male,Hindu ,sobuj62@example.com,01762681462,Dhaka,9,A,English Version,Day,2,AB+,Dhaka,Bangladesh,jhuriiop,Science,Biology,01762681362
Sobuj63,10/12/2000,Male,Hindu ,sobuj63@example.com,01762681463,Dhaka,9,A,English Version,Day,3,B+,Dhaka,Bangladesh,gtrtrt,Science,Biology,01762681363
Sobuj64,05/06/2000,Male,Islam,sobuj64@example.com,01762681464,Dhaka,9,A,English Version,Day,4,B+,Dhaka,Bangladesh,oieuyu,Commerce,Statistics,01762681364
Sobuj65,05/06/2000,Male,Islam,sobuj65@example.com,01762681465,Dhaka,9,A,English Version,Day,5,A+,Dhaka,Bangladesh,jnhbjhf,Commerce,Statistics,01762681365
Sobuj66,05/06/2000,Male,Hindu ,sobuj66@example.com,01762681466,Dhaka,9,A,English Version,Day,6,A+,Dhaka,Bangladesh,jnhg,Commerce,Statistics,01762681366
Sobuj67,10/12/2000,Female,Islam,sobuj67@example.com,01762681467,Dhaka,9,A,English Version,Day,7,A+,Dhaka,Bangladesh,fjghjj,Humanities,Pouroniti,01762681367
Sobuj68,10/12/2000,Female,Islam,sobuj68@example.com,01762681468,Tangail,9,A,English Version,Day,8,A+,Dhaka,Bangladesh,iiiu,Humanities,Pouroniti,01762681368
Sobuj69,05/06/2000,Female,Islam,sobuj69@example.com,01762681469,Tangail,9,A,English Version,Day,9,A+,Dhaka,Bangladesh,j rjkjkk,Humanities,Pouroniti,01762681369
Sobuj70,05/06/2000,Female,Islam,sobuj70@example.com,01762681470,Tangail,9,A,English Version,Day,10,A+,Dhaka,Bangladesh,yyruyu,Humanities,Pouroniti,01762681370
Sobuj71,08/09/2000,Male,Islam,sobuj71@example.com,01762681471,Tangail,9,B,English Version,Day,1,A+,Dhaka,Bangladesh,uyruoi,Science,Biology,01762681371
Sobuj72,08/09/2000,Male,Islam,sobuj72@example.com,01762681472,Tangail,9,B,English Version,Day,2,A+,Dhaka,Bangladesh,uhk 9,Science,Biology,01762681372
Sobuj73,08/09/2000,Male,Islam,sobuj73@example.com,01762681473,Tangail,9,B,English Version,Day,3,B+,Dhaka,Bangladesh,klii[po,Science,Biology,01762681373
Sobuj74,08/09/2000,Male,Islam,sobuj74@example.com,01762681474,Manikganj,9,B,English Version,Day,4,B+,Dhaka,Bangladesh,yyu,Commerce,Statistics,01762681374
Sobuj75,08/09/2000,Male,Islam,sobuj75@example.com,01762681475,Manikganj,9,B,English Version,Day,5,AB+,Dhaka,Bangladesh,hgy,Commerce,Statistics,01762681375
Sobuj76,08/09/2000,Female,Islam,sobuj76@example.com,01762681476,Manikganj,9,B,English Version,Day,6,AB+,Dhaka,Bangladesh,oiiuy,Commerce,Statistics,01762681376
Sobuj77,05/06/2000,Female,Hindu ,sobuj77@example.com,01762681477,Manikganj,9,B,English Version,Day,7,O+,Dhaka,Bangladesh,huttrfy,Humanities,Pouroniti,01762681377
Sobuj78,05/06/2000,Female,Hindu ,sobuj78@example.com,01762681478,Manikganj,9,B,English Version,Day,8,O+,Dhaka,Bangladesh,wddfgf,Humanities,Pouroniti,01762681378
Sobuj79,05/06/2000,Male,Hindu ,sobuj79@example.com,01762681479,Sylhet,9,B,English Version,Day,9,O+,Dhaka,Bangladesh,nmnjj,Humanities,Pouroniti,01762681379
Sobuj80,10/12/2000,Male,Hindu ,sobuj80@example.com,01762681480,Sylhet,9,B,English Version,Day,10,O+,Dhaka,Bangladesh,iuip,Humanities,Pouroniti,01762681380
