Name,Dob,Gender,Religion,Email,Phone,Address,Class,Section,Version,Shift,Roll,BloodGroup,State,Country,FBID,Group,OptionalSubject,ParentPhone
Tushi 26,08/05/2012,Male,Islam,tushi26@example.com,01762681326,Comilla,1,A,Bangla Version,Day,6,AB+,Comilla,Bangladesh,hjo,General,Physical Education,01762681226
Tushi 27,08/05/2012,Male,Islam,tushi27@example.com,01762681327,Comilla,1,A,Bangla Version,Day,7,AB+,Comilla,Bangladesh,iop ipo,General,Physical Education,01762681227
Tushi 28,08/05/2012,Male,Hindu,tushi28@example.com,01762681328,Chittagong,1,A,Bangla Version,Day,8,O+,Chittagong,Bangladesh,kjhjj,General,Physical Education,01762681228
Tushi 29,06/22/2012,Male,Hindu,tushi29@example.com,01762681329,Chittagong,1,A,Bangla Version,Day,9,O+,Chittagong,Bangladesh,hjgeyuu,General,Physical Education,01762681229
Tushi 30,08/05/2012,Male,Hindu,tushi30@example.com,01762681330,Sylhet,1,A,Bangla Version,Day,10,O+,Sylhet,Bangladesh,ipoop,General,Physical Education,01762681230
Tushi 31,08/05/2012,Female,Islam,tushi31@example.com,01762681331,Dhaka,1,B,Bangla Version,Day,1,A+,Dhaka,Bangladesh,uytyu,General,Physical Education,01762681231
Tushi 32,08/05/2012,Female,Islam,tushi32@example.com,01762681332,Dhaka,1,B,Bangla Version,Day,2,A+,Dhaka,Bangladesh,nbhhj,General,Physical Education,01762681232
Tushi 33,08/05/2012,Female,Islam,tushi33@example.com,01762681333,Dhaka,1,B,Bangla Version,Day,3,B+,Dhaka,Bangladesh,cvgv,General,Physical Education,01762681233
Tushi 34,08/05/2012,Female,Islam,tushi34@example.com,01762681334,Dhaka,1,B,Bangla Version,Day,4,B+,Dhaka,Bangladesh,bvgh,General,Physical Education,01762681234
Tushi 35,06/22/2012,Female,Islam,tushi35@example.com,01762681335,Comilla,1,B,Bangla Version,Day,5,B+,Comilla,Bangladesh,dsytdu,General,Physical Education,01762681235
Tushi 36,06/22/2012,Male,Islam,tushi36@example.com,01762681336,Comilla,1,B,Bangla Version,Day,6,AB+,Comilla,Bangladesh,owiuou,General,Physical Education,01762681236
Tushi 37,06/22/2012,Male,Islam,tushi37@example.com,01762681337,Comilla,1,B,Bangla Version,Day,7,AB+,Comilla,Bangladesh,jehue,General,Physical Education,01762681237
Tushi 38,06/22/2012,Male,Hindu,tushi38@example.com,01762681338,Chittagong,1,B,Bangla Version,Day,8,O+,Chittagong,Bangladesh,nfuiro,General,Physical Education,01762681238
Tushi 39,06/22/2012,Male,Hindu,tushi39@example.com,01762681339,Chittagong,1,B,Bangla Version,Day,9,O+,Chittagong,Bangladesh,jkuioeoie,General,Physical Education,01762681239
Tushi 40,06/22/2012,Male,Hindu,tushi40@example.com,01762681340,Sylhet,1,B,Bangla Version,Day,10,O+,Sylhet,Bangladesh,uuiro,General,Physical Education,01762681240
Tushi 41,06/22/2012,Female,Islam,tushi41@example.com,01762681341,Dhaka,1,A,English Version,Morning,1,A+,Dhaka,Bangladesh,fhhioi,General,Physical Education,01762681241
Tushi 42,06/22/2012,Female,Islam,tushi42@example.com,01762681342,Dhaka,1,A,English Version,Morning,2,A+,Dhaka,Bangladesh,eui,General,Physical Education,01762681242
Tushi 43,08/05/2012,Female,Islam,tushi43@example.com,01762681343,Dhaka,1,A,English Version,Morning,3,B+,Dhaka,Bangladesh,nhfoi,General,Physical Education,01762681243
Tushi 44,08/05/2012,Female,Islam,tushi44@example.com,01762681344,Dhaka,1,A,English Version,Morning,4,B+,Dhaka,Bangladesh,oiiorpo,General,Physical Education,01762681244
Tushi 45,08/05/2012,Female,Islam,tushi45@example.com,01762681345,Comilla,1,A,English Version,Morning,5,B+,Comilla,Bangladesh,fjiooo,General,Physical Education,01762681245
Tushi 46,08/05/2012,Male,Islam,tushi46@example.com,01762681346,Comilla,1,A,English Version,Morning,6,AB+,Comilla,Bangladesh,jfjioipo,General,Physical Education,01762681246
Tushi 47,08/05/2012,Male,Islam,tushi47@example.com,01762681347,Comilla,1,A,English Version,Morning,7,AB+,Comilla,Bangladesh,gr6,General,Physical Education,01762681247
Tushi 48,08/05/2012,Male,Hindu,tushi48@example.com,01762681348,Chittagong,1,A,English Version,Morning,8,O+,Chittagong,Bangladesh,yyuop,General,Physical Education,01762681248
Tushi 49,08/05/2012,Male,Hindu,tushi49@example.com,01762681349,Chittagong,1,A,English Version,Morning,9,O+,Chittagong,Bangladesh,hy9i,General,Physical Education,01762681249
Tushi 50,10/11/2012,Male,Hindu,tushi50@example.com,01762681350,Sylhet,1,A,English Version,Morning,10,O+,Sylhet,Bangladesh,ghefyuuy,General,Physical Education,01762681250
Tushi 51,08/05/2012,Female,Islam,tushi51@example.com,01762681351,Dhaka,1,B,English Version,Morning,1,A+,Dhaka,Bangladesh,oppp,General,Physical Education,01762681251
Tushi 52,08/05/2012,Female,Islam,tushi52@example.com,01762681352,Dhaka,1,B,English Version,Morning,2,A+,Dhaka,Bangladesh,rr etyuu,General,Physical Education,01762681252
Tushi 53,08/05/2012,Female,Islam,tushi53@example.com,01762681353,Dhaka,1,B,English Version,Morning,3,B+,Dhaka,Bangladesh,wwopw,General,Physical Education,01762681253
Tushi 54,08/05/2012,Female,Islam,tushi54@example.com,01762681354,Dhaka,1,B,English Version,Morning,4,B+,Dhaka,Bangladesh,hjkj,General,Physical Education,01762681254
Tushi 55,08/05/2012,Female,Islam,tushi55@example.com,01762681355,Comilla,1,B,English Version,Morning,5,B+,Comilla,Bangladesh,jhguiy,General,Physical Education,01762681255
Tushi 56,08/05/2012,Male,Islam,tushi56@example.com,01762681356,Comilla,1,B,English Version,Morning,6,AB+,Comilla,Bangladesh,oi[o[,General,Physical Education,01762681256
Tushi 57,08/05/2012,Male,Islam,tushi57@example.com,01762681357,Comilla,1,B,English Version,Morning,7,AB+,Comilla,Bangladesh,nkjjkj,General,Physical Education,01762681257
Tushi 58,08/05/2012,Male,Hindu,tushi58@example.com,01762681358,Chittagong,1,B,English Version,Morning,8,O+,Chittagong,Bangladesh,gjdj,General,Physical Education,01762681258
Tushi 59,08/05/2012,Male,Hindu,tushi59@example.com,01762681359,Chittagong,1,B,English Version,Morning,9,O+,Chittagong,Bangladesh,jhfo,General,Physical Education,01762681259
Tushi 60,08/05/2012,Male,Hindu,tushi60@example.com,01762681360,Sylhet,1,B,English Version,Morning,10,O+,Sylhet,Bangladesh,bgf,General,Physical Education,01762681260
Tushi 61,08/05/2012,Female,Islam,tushi61@example.com,01762681361,Dhaka,1,A,English Version,Day,1,A+,Dhaka,Bangladesh,yyuyueoiipo,General,Physical Education,01762681261
Tushi 62,08/05/2012,Female,Islam,tushi62@example.com,01762681362,Dhaka,1,A,English Version,Day,2,A+,Dhaka,Bangladesh,huippw[e,General,Physical Education,01762681262
Tushi 63,08/05/2012,Female,Islam,tushi63@example.com,01762681363,Dhaka,1,A,English Version,Day,3,B+,Dhaka,Bangladesh,dnho,General,Physical Education,01762681263
Tushi 64,10/11/2012,Female,Islam,tushi64@example.com,01762681364,Dhaka,1,A,English Version,Day,4,B+,Dhaka,Bangladesh,nhhi,General,Physical Education,01762681264
Tushi 65,10/11/2012,Female,Islam,tushi65@example.com,01762681365,Comilla,1,A,English Version,Day,5,B+,Comilla,Bangladesh,huui,General,Physical Education,01762681265
Tushi 66,10/11/2012,Male,Islam,tushi66@example.com,01762681366,Comilla,1,A,English Version,Day,6,AB+,Comilla,Bangladesh,jheiipoe,General,Physical Education,01762681266
Tushi 67,10/11/2012,Male,Islam,tushi67@example.com,01762681367,Comilla,1,A,English Version,Day,7,AB+,Comilla,Bangladesh,jhoio,General,Physical Education,01762681267
Tushi 68,10/11/2012,Male,Hindu,tushi68@example.com,01762681368,Chittagong,1,A,English Version,Day,8,O+,Chittagong,Bangladesh,hjo,General,Physical Education,01762681268
Tushi 69,10/11/2012,Male,Hindu,tushi69@example.com,01762681369,Chittagong,1,A,English Version,Day,9,O+,Chittagong,Bangladesh,hioo,General,Physical Education,01762681269
Tushi 70,10/11/2012,Male,Hindu,tushi70@example.com,01762681370,Sylhet,1,A,English Version,Day,10,O+,Sylhet,Bangladesh,eer,General,Physical Education,01762681270
Tushi 71,10/11/2012,Female,Islam,tushi71@example.com,01762681371,Dhaka,1,B,English Version,Day,1,A+,Dhaka,Bangladesh,rt5t,General,Physical Education,01762681271
Tushi 72,10/11/2012,Female,Islam,tushi72@example.com,01762681372,Dhaka,1,B,English Version,Day,2,A+,Dhaka,Bangladesh,rtrt5y,General,Physical Education,01762681272
Tushi 73,08/05/2012,Female,Islam,tushi73@example.com,01762681373,Dhaka,1,B,English Version,Day,3,B+,Dhaka,Bangladesh,fgtyt,General,Physical Education,01762681273
Tushi 74,08/05/2012,Female,Islam,tushi74@example.com,01762681374,Dhaka,1,B,English Version,Day,4,B+,Dhaka,Bangladesh,feew,General,Physical Education,01762681274
Tushi 75,08/05/2012,Female,Islam,tushi75@example.com,01762681375,Comilla,1,B,English Version,Day,5,B+,Comilla,Bangladesh,popiiu,General,Physical Education,01762681275
Tushi 76,08/05/2012,Male,Islam,tushi76@example.com,01762681376,Comilla,1,B,English Version,Day,6,AB+,Comilla,Bangladesh,uyio,General,Physical Education,01762681276
Tushi 77,10/11/2012,Male,Islam,tushi77@example.com,01762681377,Comilla,1,B,English Version,Day,7,AB+,Comilla,Bangladesh,kjujip,General,Physical Education,01762681277
Tushi 78,10/11/2012,Male,Hindu,tushi78@example.com,01762681378,Chittagong,1,B,English Version,Day,8,O+,Chittagong,Bangladesh,njupoo,General,Physical Education,01762681278
Tushi 79,10/11/2012,Male,Hindu,tushi79@example.com,01762681379,Chittagong,1,B,English Version,Day,9,O+,Chittagong,Bangladesh,hgiuruuio,General,Physical Education,01762681279
Tushi 80,10/11/2012,Male,Hindu,tushi80@example.com,01762681380,Sylhet,1,B,English Version,Day,10,O+,Sylhet,Bangladesh,uroioi,General,Physical Education,01762681280
