Name,Dob,Gender,Religion,Email,Phone,Address,Class,Section,Version,Shift,Roll,BloodGroup,State,Country,FBID,Group,OptionalSubject,ParentPhone
Sobuj18,08/06/2010,Male,Islam,sobujj18@example.com,1762681718,Manikganj,10,B,Bangla Version,Morning,8,A+,Dhaka,Bangladesh,ripop,Humanities,Pouroniti,1762681818
Sobuj19,08/06/2010,Male,Islam,sobujj19@example.com,1762681719,Sylhet,10,B,Bangla Version,Morning,9,A+,Dhaka,Bangladesh,njjkll,Humanities,Pouroniti,1762681819
Sobuj20,08/06/2010,Male,Islam,sobujj20@example.com,1762681720,Sylhet,10,B,Bangla Version,Morning,10,A+,Dhaka,Bangladesh,kejor,Humanities,Pouroniti,1762681820
Sobuj21,08/06/2000,Male,Hindu ,sobujj21@example.com,1762681721,Sylhet,10,A,Bangla Version,Day,1,B+,Dhaka,Bangladesh,nfnj,Science,Biology,1762681821
Sobuj22,08/06/2000,Male,Hindu ,sobujj22@example.com,1762681722,Sylhet,10,A,Bangla Version,Day,2,B+,Dhaka,Bangladesh,iuiuuoip,Science,Biology,1762681822
Sobuj23,08/06/2000,Male,Hindu ,sobujj23@example.com,1762681723,Sylhet,10,A,Bangla Version,Day,3,O+,Dhaka,Bangladesh,ioliopi,Science,Biology,1762681823
Sobuj24,08/06/2000,Male,Islam,sobujj24@example.com,1762681724,Sylhet,10,A,Bangla Version,Day,4,O+,Dhaka,Bangladesh,ooui,Commerce,Statistics,1762681824
Sobuj25,08/06/2000,Male,Islam,sobujj25@example.com,1762681725,Sylhet,10,A,Bangla Version,Day,5,O+,Dhaka,Bangladesh,iyuyu,Commerce,Statistics,1762681825
Sobuj26,08/06/2000,Male,Islam,sobujj26@example.com,1762681726,Sylhet,10,A,Bangla Version,Day,6,B+,Dhaka,Bangladesh,juttty,Commerce,Statistics,1762681826
Sobuj27,08/06/2000,Male,Islam,sobujj27@example.com,1762681727,Sylhet,10,A,Bangla Version,Day,7,B+,Dhaka,Bangladesh,pru,Humanities,Pouroniti,1762681827
Sobuj28,08/06/2000,Male,Islam,sobujj28@example.com,1762681728,Sylhet,10,A,Bangla Version,Day,8,B+,Dhaka,Bangladesh,uoopi,Humanities,Pouroniti,1762681828
Sobuj29,08/06/2000,Male,Islam,sobujj29@example.com,1762681729,Sylhet,10,A,Bangla Version,Day,9,A+,Dhaka,Bangladesh,roioo,Humanities,Pouroniti,1762681829
Sobuj30,08/06/2000,Male,Hindu ,sobujj30@example.com,1762681730,Dhaka,10,A,Bangla Version,Day,10,A+,Dhaka,Bangladesh,ttrue,Humanities,Pouroniti,1762681830
Sobuj31,08/06/2000,Male,Hindu ,sobujj31@example.com,1762681731,Dhaka,10,B,Bangla Version,Day,1,A+,Dhaka,Bangladesh,yuuueuio,Science,Biology,1762681831
Sobuj32,08/06/2000,Male,Hindu ,sobujj32@example.com,1762681732,Dhaka,10,B,Bangla Version,Day,2,A+,Dhaka,Bangladesh,ioopu,Science,Biology,1762681832
Sobuj33,08/06/2000,Male,Hindu ,sobujj33@example.com,1762681733,Dhaka,10,B,Bangla Version,Day,3,A+,Dhaka,Bangladesh,jhhjp,Science,Biology,1762681833
Sobuj34,08/06/2000,Male,Islam,sobujj34@example.com,1762681734,Dhaka,10,B,Bangla Version,Day,4,AB+,Dhaka,Bangladesh,juyt,Commerce,Statistics,1762681834
Sobuj35,08/06/2000,Male,Islam,sobujj35@example.com,1762681735,Dhaka,10,B,Bangla Version,Day,5,AB+,Dhaka,Bangladesh,ygiooii,Commerce,Statistics,1762681835
Sobuj36,08/06/2000,Male,Islam,sobujj36@example.com,1762681736,Dhaka,10,B,Bangla Version,Day,6,A+,Dhaka,Bangladesh,uttrter,Commerce,Statistics,1762681836
Sobuj37,08/06/2000,Male,Islam,sobujj37@example.com,1762681737,Dhaka,10,B,Bangla Version,Day,7,B+,Dhaka,Bangladesh,ffggg,Humanities,Pouroniti,1762681837
Sobuj38,08/06/2000,Male,Islam,sobujj38@example.com,1762681738,Tangail,10,B,Bangla Version,Day,8,B+,Dhaka,Bangladesh,oiie ipoo,Humanities,Pouroniti,1762681838
Sobuj39,08/06/2000,Male,Islam,sobujj39@example.com,1762681739,Tangail,10,B,Bangla Version,Day,9,O+,Dhaka,Bangladesh,jloiio,Humanities,Pouroniti,1762681839
Sobuj40,08/06/2000,Male,Islam,sobujj40@example.com,1762681740,Tangail,10,B,Bangla Version,Day,10,O+,Dhaka,Bangladesh,puuy,Humanities,Pouroniti,1762681840
Sobuj41,08/06/2000,Male,Islam,sobujj41@example.com,1762681741,Tangail,10,A,English Version,Morning,1,O+,Dhaka,Bangladesh,ujuii,Science,Biology,1762681841
Sobuj42,08/06/2000,Male,Hindu ,sobujj42@example.com,1762681742,Tangail,10,A,English Version,Morning,2,B+,Dhaka,Bangladesh,jiuiooi,Science,Biology,1762681842
Sobuj43,08/06/2000,Male,Hindu ,sobujj43@example.com,1762681743,Tangail,10,A,English Version,Morning,3,B+,Dhaka,Bangladesh,opoiu,Science,Biology,1762681843
Sobuj44,08/06/2000,Male,Hindu ,sobujj44@example.com,1762681744,Manikganj,10,A,English Version,Morning,4,B+,Dhaka,Bangladesh,gftytety,Commerce,Statistics,1762681844
Sobuj45,08/06/2000,Male,Hindu ,sobujj45@example.com,1762681745,Manikganj,10,A,English Version,Morning,5,AB+,Dhaka,Bangladesh,uiyg,Commerce,Statistics,1762681845
Sobuj46,08/06/2000,Male,Islam,sobujj46@example.com,1762681746,Manikganj,10,A,English Version,Morning,6,AB+,Dhaka,Bangladesh,jjfjoj,Commerce,Statistics,1762681846
Sobuj47,08/06/2000,Male,Islam,sobujj47@example.com,1762681747,Manikganj,10,A,English Version,Morning,7,A+,Dhaka,Bangladesh,huurioop,Humanities,Pouroniti,1762681847
Sobuj48,08/06/2000,Male,Islam,sobujj48@example.com,1762681748,Manikganj,10,A,English Version,Morning,8,A+,Dhaka,Bangladesh,jtuiou,Humanities,Pouroniti,1762681848
Sobuj49,08/06/2000,Male,Islam,sobujj49@example.com,1762681749,Sylhet,10,A,English Version,Morning,9,A+,Dhaka,Bangladesh,jkhioop,Humanities,Pouroniti,1762681849
Sobuj50,08/06/2000,Male,Islam,sobujj50@example.com,1762681750,Sylhet,10,A,English Version,Morning,10,A+,Dhaka,Bangladesh,irouuio,Humanities,Pouroniti,1762681850
Sobuj51,08/06/2000,Male,Islam,sobujj51@example.com,1762681751,Sylhet,10,B,English Version,Morning,1,A+,Dhaka,Bangladesh,opro,Science,Biology,1762681851
Sobuj52,08/06/2000,Male,Islam,sobujj52@example.com,1762681752,Sylhet,10,B,English Version,Morning,2,AB+,Dhaka,Bangladesh,rtoiooi,Science,Biology,1762681852
Sobuj53,08/06/2000,Male,Hindu ,sobujj53@example.com,1762681753,Sylhet,10,B,English Version,Morning,3,AB+,Dhaka,Bangladesh,hhuhg,Science,Biology,1762681853
Sobuj54,08/06/2000,Male,Hindu ,sobujj54@example.com,1762681754,Sylhet,10,B,English Version,Morning,4,AB+,Dhaka,Bangladesh,jfkjirio,Commerce,Statistics,1762681854
Sobuj55,08/06/2000,Male,Hindu ,sobujj55@example.com,1762681755,Sylhet,10,B,English Version,Morning,5,B+,Dhaka,Bangladesh,ueuu,Commerce,Statistics,1762681855
Sobuj56,08/06/2000,Male,Islam,sobujj56@example.com,1762681756,Sylhet,10,B,English Version,Morning,6,B+,Dhaka,Bangladesh,roro[p,Commerce,Statistics,1762681856
Sobuj57,08/06/2000,Male,Islam,sobujj57@example.com,1762681757,Sylhet,10,B,English Version,Morning,7,B+,Dhaka,Bangladesh,jkgioro,Humanities,Pouroniti,1762681857
Sobuj58,08/06/2000,Male,Islam,sobujj58@example.com,1762681758,Sylhet,10,B,English Version,Morning,8,O+,Dhaka,Bangladesh,jgkjg,Humanities,Pouroniti,1762681858
Sobuj59,08/06/2000,Male,Islam,sobujj59@example.com,1762681759,Sylhet,10,B,English Version,Morning,9,O+,Dhaka,Bangladesh,jhii,Humanities,Pouroniti,1762681859
Sobuj60,08/06/2000,Male,Islam,sobujj60@example.com,1762681760,Dhaka,10,B,English Version,Morning,10,O+,Dhaka,Bangladesh,jfgj,Humanities,Pouroniti,1762681860
Sobuj61,08/06/2000,Male,Islam,sobujj61@example.com,1762681761,Dhaka,10,A,English Version,Day,1,AB+,Dhaka,Bangladesh,u uioior,Science,Biology,1762681861
Sobuj62,08/06/2000,Male,Hindu ,sobujj62@example.com,1762681762,Dhaka,10,A,English Version,Day,2,AB+,Dhaka,Bangladesh,jhuriiop,Science,Biology,1762681862
Sobuj63,08/06/2000,Male,Hindu ,sobujj63@example.com,1762681763,Dhaka,10,A,English Version,Day,3,B+,Dhaka,Bangladesh,gtrtrt,Science,Biology,1762681863
Sobuj64,08/06/2000,Male,Islam,sobujj64@example.com,1762681764,Dhaka,10,A,English Version,Day,4,B+,Dhaka,Bangladesh,oieuyu,Commerce,Statistics,1762681864
Sobuj65,08/06/2000,Male,Islam,sobujj65@example.com,1762681765,Dhaka,10,A,English Version,Day,5,A+,Dhaka,Bangladesh,jnhbjhf,Commerce,Statistics,1762681865
Sobuj66,08/06/2000,Male,Hindu ,sobujj66@example.com,1762681766,Dhaka,10,A,English Version,Day,6,A+,Dhaka,Bangladesh,jnhg,Commerce,Statistics,1762681866
Sobuj67,08/06/2000,Male,Islam,sobujj67@example.com,1762681767,Dhaka,10,A,English Version,Day,7,A+,Dhaka,Bangladesh,fjghjj,Humanities,Pouroniti,1762681867
Sobuj68,08/06/2000,Male,Islam,sobujj68@example.com,1762681768,Tangail,10,A,English Version,Day,8,A+,Dhaka,Bangladesh,iiiu,Humanities,Pouroniti,1762681868
Sobuj69,08/06/2000,Male,Islam,sobujj69@example.com,1762681769,Tangail,10,A,English Version,Day,9,A+,Dhaka,Bangladesh,j rjkjkk,Humanities,Pouroniti,1762681869
Sobuj70,08/06/2000,Male,Islam,sobujj70@example.com,1762681770,Tangail,10,A,English Version,Day,10,A+,Dhaka,Bangladesh,yyruyu,Humanities,Pouroniti,1762681870
Sobuj71,08/06/2000,Male,Islam,sobujj71@example.com,1762681771,Tangail,10,B,English Version,Day,1,A+,Dhaka,Bangladesh,uyruoi,Science,Biology,1762681871
Sobuj72,08/06/2000,Male,Islam,sobujj72@example.com,1762681772,Tangail,10,B,English Version,Day,2,A+,Dhaka,Bangladesh,uhk 9,Science,Biology,1762681872
Sobuj73,08/06/2000,Male,Islam,sobujj73@example.com,1762681773,Tangail,10,B,English Version,Day,3,B+,Dhaka,Bangladesh,klii[po,Science,Biology,1762681873
Sobuj74,08/06/2000,Male,Islam,sobujj74@example.com,1762681774,Manikganj,10,B,English Version,Day,4,B+,Dhaka,Bangladesh,yyu,Commerce,Statistics,1762681874
Sobuj75,08/06/2000,Male,Islam,sobujj75@example.com,1762681775,Manikganj,10,B,English Version,Day,5,AB+,Dhaka,Bangladesh,hgy,Commerce,Statistics,1762681875
Sobuj76,08/06/2000,Male,Islam,sobujj76@example.com,1762681776,Manikganj,10,B,English Version,Day,6,AB+,Dhaka,Bangladesh,oiiuy,Commerce,Statistics,1762681876
Sobuj77,08/06/2000,Male,Hindu ,sobujj77@example.com,1762681777,Manikganj,10,B,English Version,Day,7,O+,Dhaka,Bangladesh,huttrfy,Humanities,Pouroniti,1762681877
Sobuj78,08/10/2000,Male,Hindu ,sobujj78@example.com,1762681778,Manikganj,10,B,English Version,Day,8,O+,Dhaka,Bangladesh,wddfgf,Humanities,Pouroniti,1762681878
Sobuj79,08/06/2000,Male,Hindu ,sobujj79@example.com,1762681779,Sylhet,10,B,English Version,Day,9,O+,Dhaka,Bangladesh,nmnjj,Humanities,Pouroniti,1762681879
Sobuj80,08/08/2000,Male,Hindu ,sobujj80@example.com,1762681780,Sylhet,10,B,English Version,Day,10,O+,Dhaka,Bangladesh,iuip,Humanities,Pouroniti,1762681880
