Name,Dob,Gender,Religion,Email,Phone,Address,Class,Section,Version,Shift,Roll,BloodGroup,State,Country,FBID,Group,OptionalSubject,ParentPhone
Test Student Name 17,12/31/2003,Male,Islam,,1.76265E+11,Dhaka,12,A,English Version,Day,19,B+,Dhaka,Bangladeshi,aminulislam,Science,Biology,2137843232
Test Student Name 18,1/1/2004,Male,Islam,,1.76265E+11,Dhaka,12,A,English Version,Day,20,B+,Dhaka,Bangladeshi,aminulislam,Science,Biology,2137843233
Test Student Name 19,1/2/2004,Male,Islam,,1.76265E+11,Dhaka,12,A,English Version,Day,21,B+,Dhaka,Bangladeshi,aminulislam,Science,Biology,2137843234
Test Student Name 20,1/3/2004,Male,Islam,,1.76265E+11,Dhaka,12,A,English Version,Day,22,B+,Dhaka,Bangladeshi,aminulislam,Science,Biology,2137843235
Test Student Name 21,1/4/2004,Male,Islam,,1.76265E+11,Dhaka,12,A,English Version,Day,23,B+,Dhaka,Bangladeshi,aminulislam,Science,Computer,2137843236
Test Student Name 22,1/5/2004,Male,Islam,,1.76265E+11,Dhaka,12,B,English Version,Day,1,B+,Dhaka,Bangladeshi,aminulislam,Science,Computer,2137843237
Test Student Name 23,1/6/2004,Female,Islam,,1.76265E+11,Dhaka,12,B,English Version,Day,2,B+,Dhaka,Bangladeshi,aminulislam,Commerce,Computer,2137843238
Test Student Name 24,1/7/2004,Female,Islam,,1.76265E+11,Dhaka,12,B,English Version,Day,3,B+,Dhaka,Bangladeshi,aminulislam,Commerce,Computer,2137843239
Test Student Name 25,1/8/2004,Female,Islam,,1.76265E+11,Dhaka,12,B,English Version,Day,4,B+,Dhaka,Bangladeshi,aminulislam,Commerce,Computer,2137843240
Test Student Name 26,1/9/2004,Female,Islam,,1.76265E+11,Dhaka,12,B,English Version,Day,5,B+,Dhaka,Bangladeshi,aminulislam,Commerce,Computer,2137843241
Test Student Name 27,1/10/2004,Female,Islam,,1.76265E+11,Dhaka,12,B,English Version,Day,6,B+,Dhaka,Bangladeshi,aminulislam,Commerce,Computer,2137843242
Test Student Name 28,1/11/2004,Female,Islam,,1.76265E+11,Dhaka,12,B,English Version,Day,7,B+,Dhaka,Bangladeshi,aminulislam,Commerce,Computer,2137843243
Test Student Name 29,1/12/2004,Female,Islam,,1.76265E+11,Dhaka,12,B,English Version,Day,8,B+,Dhaka,Bangladeshi,aminulislam,Commerce,Computer,2137843244
Test Student Name 30,1/13/2004,Female,Islam,,1.76265E+11,Dhaka,12,B,English Version,Day,9,B+,Dhaka,Bangladeshi,aminulislam,Commerce,Computer,2137843245
Test Student Name 31,1/14/2004,Female,Islam,,1.76265E+11,Dhaka,12,B,English Version,Day,10,B+,Dhaka,Bangladeshi,aminulislam,Commerce,Computer,2137843246
Test Student Name 32,1/15/2004,Female,Islam,,1.76265E+11,Dhaka,12,B,English Version,Day,11,B+,Dhaka,Bangladeshi,aminulislam,Commerce,Computer,2137843247
Test Student Name 33,1/16/2004,Female,Islam,,1.76265E+11,Dhaka,12,B,English Version,Day,12,B+,Dhaka,Bangladeshi,aminulislam,Commerce,Computer,2137843248
Test Student Name 34,1/17/2004,Female,Islam,,1.76265E+11,Dhaka,12,B,English Version,Day,13,B+,Dhaka,Bangladeshi,aminulislam,Commerce,Computer,2137843249
Test Student Name 35,1/18/2004,Female,Islam,,1.76265E+11,Dhaka,12,B,English Version,Day,14,B+,Dhaka,Bangladeshi,aminulislam,Commerce,Computer,2137843250
Test Student Name 36,1/19/2004,Female,Islam,,1.76265E+11,Dhaka,12,B,English Version,Day,15,B+,Dhaka,Bangladeshi,aminulislam,Commerce,Computer,2137843251
Test Student Name 37,1/20/2004,Female,Islam,,1.76265E+11,Dhaka,12,B,English Version,Day,16,B+,Dhaka,Bangladeshi,aminulislam,Commerce,Computer,2137843252
Test Student Name 38,1/21/2004,Female,Islam,,1.76265E+11,Dhaka,12,B,English Version,Day,17,B+,Dhaka,Bangladeshi,aminulislam,Commerce,Computer,2137843253
Test Student Name 39,1/22/2004,Female,Islam,,1.76265E+11,Dhaka,12,B,English Version,Day,18,B+,Dhaka,Bangladeshi,aminulislam,Commerce,Computer,2137843254
Test Student Name 40,1/23/2004,Female,Islam,,1.76265E+11,Dhaka,12,B,English Version,Day,19,B+,Dhaka,Bangladeshi,aminulislam,Commerce,Computer,2137843255
Test Student Name 41,1/24/2004,Female,Islam,,1.76265E+11,Dhaka,12,B,English Version,Day,20,B+,Dhaka,Bangladeshi,aminulislam,Commerce,Computer,2137843256
Test Student Name 42,1/25/2004,Female,Islam,,1.76265E+11,Dhaka,12,B,English Version,Day,21,B+,Dhaka,Bangladeshi,aminulislam,Commerce,Computer,2137843257
Test Student Name 43,1/26/2004,Female,Islam,,1.76265E+11,Dhaka,12,B,English Version,Day,22,B+,Dhaka,Bangladeshi,aminulislam,Commerce,Computer,2137843258
Test Student Name 44,1/27/2004,Female,Islam,,1.76265E+11,Dhaka,12,B,English Version,Day,23,B+,Dhaka,Bangladeshi,aminulislam,Commerce,Computer,2137843259
Test Student Name 45,1/28/2004,Female,Islam,,1.76265E+11,Dhaka,12,B,English Version,Day,24,B+,Dhaka,Bangladeshi,aminulislam,Commerce,Computer,2137843260
Test Student Name 46,1/29/2004,Female,Islam,,1.76265E+11,Dhaka,12,B,English Version,Day,25,B+,Dhaka,Bangladeshi,aminulislam,Commerce,Computer,2137843261
Test Student Name 47,1/30/2004,Female,Islam,,1.76265E+11,Dhaka,12,B,English Version,Day,26,B+,Dhaka,Bangladeshi,aminulislam,Commerce,Computer,2137843262
